3 1
90.408772 23.844125
90.4386 23.76202
90.410949,23.847244,0,-1
90.41547,23.841671,0,0
90.417626,23.838628,0,0
90.417983,23.837626,0,0
90.418442,23.836074,0,0
90.418973,23.833188,0,0
90.419695,23.828886,0,0
90.42004,23.826911,0,0
90.419684,23.82686,0,0
90.419956,23.825185,0,0
90.419893,23.824098,0,0
90.419055,23.822442,0,0
90.41871,23.822018,0,0
90.418375,23.821733,0,0
90.418028,23.821471,0,0
90.417626,23.821207,0,0
90.417238,23.820952,0,1
90.417119,23.820873,0,0
90.417356,23.820452,0,0
90.41813,23.820968,0,0
90.419038,23.821667,0,0
90.419723,23.820928,0,0
90.420071,23.820445,0,0
90.420445,23.819734,0,0
90.420922,23.818687,0,0
90.421059,23.818108,0,0
90.421122,23.817371,0,0
90.421122,23.816915,0,0
90.42113,23.816652,0,0
90.421139,23.81633,0,0
90.421142,23.81623,0,0
90.42116,23.815597,0,0
90.421161,23.815563,0,0
90.421176,23.815034,0,0
90.421182,23.814809,0,0
90.421188,23.814611,0,0
90.421204,23.814029,0,0
90.421268,23.81216,0,0
90.421295,23.811905,0,0
90.421393,23.810408,0,0
90.421411,23.809276,0,0
90.421539,23.808099,0,0
90.421854,23.806308,0,0
90.422152,23.804965,0,0
90.42313,23.800286,0,0
90.423154,23.800155,0,0
90.423578,23.797768,0,0
90.423764,23.796746,0,0
90.423999,23.795461,0,0
90.424168,23.794568,0,0
90.424205,23.794373,0,0
90.424234,23.794224,0,0
90.424293,23.793925,0,0
90.424424,23.793221,0,0
90.424428,23.793199,0,0
90.424489,23.792868,0,0
90.424611,23.792228,0,0
90.424723,23.791629,0,0
90.424796,23.791241,0,0
90.424838,23.791011,0,0
90.424853,23.790932,0,0
90.4249,23.790679,0,0
90.424966,23.790313,0,0
90.425056,23.789788,0,0
90.425125,23.789381,0,0
90.425323,23.78815,0,0
90.425368,23.787866,0,0
90.425411,23.787596,0,0
90.425455,23.787341,0,0
90.425482,23.787181,0,0
90.425563,23.786708,0,0
90.425571,23.786659,0,0
90.42567,23.786074,0,0
90.425712,23.785809,0,0
90.425765,23.785463,0,0
90.425817,23.78513,0,0
90.425884,23.784699,0,0
90.425891,23.784392,0,0
90.425909,23.783316,0,0
90.42588,23.782993,0,0
90.425812,23.782198,0,0
90.425728,23.781207,0,0
90.425691,23.780619,0,0
90.425689,23.780595,0,0
90.425673,23.780296,0,0
90.425643,23.779746,0,0
90.425624,23.779341,0,0
90.425631,23.779065,0,0
90.425659,23.778791,0,0
90.425749,23.778,0,0
90.425766,23.777683,0,0
90.425822,23.776885,0,0
90.425843,23.776571,0,0
90.425852,23.776436,0,0
90.425888,23.775894,0,0
90.425904,23.775585,0,0
90.425893,23.775065,0,0
90.425879,23.774619,0,0
90.425863,23.774497,0,0
90.425824,23.774205,0,0
90.425781,23.773884,0,0
90.425729,23.773555,0,0
90.425696,23.773347,0,0
90.425671,23.773196,0,0
90.425532,23.772323,0,0
90.425444,23.772026,0,0
90.425337,23.77173,0,0
90.425068,23.771148,0,0
90.424772,23.770564,0,0
90.424266,23.769686,0,0
90.424109,23.769405,0,0
90.42396,23.769143,0,0
90.423862,23.768978,0,0
90.423082,23.767668,0,0
90.424747,23.766973,0,0
90.42542,23.766621,0,0
90.425859,23.766392,0,0
90.427304,23.765636,0,0
90.429248,23.764666,0,0
90.43141,23.763816,0,0
90.433716,23.763164,0,0
90.436625,23.762676,0,0
90.43862,23.762538,0,0
90.4386,23.76202,0,0
